turn,ts_ms,heapUsed,heapTotal,rss,external,arrayBuffers,mutableMessagesCount,mutableMessagesApproxBytes,contentReplacementSeenIds,contentReplacementReplacements,perKeyClippedIdsEntries,perKeyClippedIdsTotalIds,event
342,509.3,1213789,8383488,275869696,77390485,0,568,18381893,284,196,1,196,
343,510.3,1213789,8416256,275869696,77390485,0,572,18976143,286,196,1,196,
344,510.8,1213789,8449024,275869696,77390485,0,576,19222264,288,196,1,196,
345,511.4,1213789,8514560,275869696,77390485,0,580,19531877,290,196,1,196,
346,512.1,1213789,8563712,275869696,77390485,0,584,19904985,292,196,1,196,
347,513.1,1213789,9481216,276262912,77390485,0,588,20341574,294,196,1,196,
348,514.3,1213789,10660864,276787200,77390485,0,592,20841635,296,196,1,196,
349,515.2,1213789,11824128,276787200,77390485,0,596,21405155,298,196,1,196,
350,519.3,1213789,8399872,276918272,83179081,0,600,21826347,300,196,1,196,
351,520.0,1213789,8530944,276918272,83179081,0,604,22105221,302,196,1,196,
352,520.6,1213789,8547328,276918272,83179081,0,608,22447576,304,196,1,196,
353,521.5,1213789,8580096,277311488,83179081,0,612,22853406,306,196,1,196,
354,522.6,1213789,8612864,277704704,83179081,0,616,23322743,308,196,1,196,
355,523.6,1213789,8678400,277835776,83179081,0,620,23855630,310,196,1,196,
356,525.0,1213789,8793088,278360064,83179081,0,624,24451969,312,196,1,196,
357,525.6,1213789,9382912,278360064,83179081,0,628,24700186,314,196,1,196,
358,526.1,1213789,10021888,278360064,83179081,0,632,25011886,316,196,1,196,
359,527.0,1213789,10890240,278753280,83179081,0,636,25387006,318,196,1,196,
360,531.8,1213789,8547328,279146496,88560249,0,640,25825601,320,196,1,196,
361,532.7,1213789,8678400,279146496,88560249,0,644,26327695,322,196,1,196,
362,534.0,1213789,8694784,279801856,88560249,0,648,26893308,324,196,1,196,
363,535.1,1213789,8727552,280457216,88560249,0,652,27316610,326,196,1,196,
364,535.6,1213789,8760320,280457216,88560249,0,656,27597532,328,196,1,196,
365,536.3,1213789,8825856,280457216,88560249,0,660,27941975,330,196,1,196,
366,537.3,1213789,8875008,280850432,88560249,0,664,28349906,332,196,1,196,
367,538.1,1213789,9595904,280850432,88560249,0,668,28821352,334,196,1,196,
368,539.3,1213789,10726400,281374720,88560249,0,672,29356222,336,196,1,196,
369,540.8,1213789,12200960,281899008,88560249,0,676,29954616,338,196,1,196,
370,544.5,1213789,8678400,282030080,94464818,0,680,30204890,340,196,1,196,
371,545.2,1213789,8825856,282030080,94464818,0,684,30518608,342,196,1,196,
372,546.0,1213789,8842240,282030080,94464818,0,688,30895800,344,196,1,196,
373,546.7,1213789,8858624,282030080,94464818,0,692,31336465,346,196,1,196,
374,547.8,1213789,8891392,282554368,94464818,0,696,31840658,348,196,1,196,
375,549.2,1213789,8973312,283209728,94464818,0,700,32408313,350,196,1,196,
376,550.0,1213789,8989696,283209728,94464818,0,704,32833639,352,196,1,196,
377,550.5,1213789,9530368,283209728,94464818,0,708,33116613,354,196,1,196,
378,551.3,1213789,10349568,283209728,94464818,0,712,33463081,356,196,1,196,
379,552.0,1213789,11217920,283209728,94464818,0,716,33873091,358,196,1,196,
380,556.4,1213789,8809472,283602944,100032425,0,720,34346559,360,196,1,196,
381,557.7,1213789,8956928,284258304,100032425,0,724,34883472,362,196,1,196,
382,558.4,1213789,8973312,284258304,100032425,0,728,35278054,364,196,1,196,
383,558.9,1213789,8989696,284258304,100032425,0,732,35530330,366,196,1,196,
384,559.6,1213789,9022464,284258304,100032425,0,736,35846059,368,196,1,196,
385,560.2,1213789,9104384,284258304,100032425,0,740,36225271,370,196,1,196,
386,561.2,1213789,9120768,284651520,100032425,0,744,36668062,372,196,1,196,
387,562.5,1213789,9464832,285175808,100032425,0,748,37174311,374,196,1,196,
388,563.4,1213789,10562560,285175808,100032425,0,752,37744035,376,196,1,196,
389,564.2,1213789,11463680,285175808,100032425,0,756,38171401,378,196,1,196,
390,568.5,1213789,8924160,282451968,105398359,0,760,38456473,380,196,1,196,
391,569.2,1213789,9088000,282583040,105398359,0,764,38805057,382,196,1,196,
392,570.2,1213789,9104384,283107328,105398359,0,768,39217049,384,196,1,196,
393,571.4,1213789,9120768,283631616,105398359,0,772,39692492,386,196,1,196,
394,572.4,1213789,9153536,283762688,105398359,0,776,40231481,388,196,1,196,
395,573.1,1213789,9235456,283762688,105398359,0,780,40628180,390,196,1,196,
396,573.7,1213789,9251840,283762688,105398359,0,784,40882513,392,196,1,196,
397,574.2,1213789,9300992,283893760,105398359,0,788,41200289,394,196,1,196,
398,575.2,1213789,9808896,284286976,105398359,0,792,41581533,396,196,1,196,
399,576.3,1213789,10906624,284811264,105398359,0,796,42026319,398,196,1,196,
400,592.0,1213789,6663168,308273152,54970702,0,0,0,0,0,0,0,compact+clear
401,593.2,1213789,6777856,308273152,54970702,0,4,571699,2,0,0,0,
402,593.6,1213789,6810624,308273152,54970702,0,8,795226,4,0,0,0,
403,594.1,1213789,6843392,308273152,54970702,0,12,1082384,6,0,0,0,
404,594.7,1213789,6892544,308273152,54970702,0,16,1432951,8,0,0,0,
405,595.5,1213789,7007232,308273152,54970702,0,20,1846998,10,0,0,0,
406,596.3,1213789,7957504,308273152,54970702,0,24,2324552,12,0,0,0,
407,597.3,1213789,9137152,308273152,54970702,0,28,2865603,14,0,0,0,
408,598.1,1213789,10136576,308273152,54970702,0,32,3264294,16,0,0,0,
409,598.5,1213789,10693632,308273152,54970702,0,36,3520644,18,0,0,0,
410,602.9,1213789,6827008,308273152,59809814,0,40,3840486,20,0,0,0,
411,604.2,1213789,6925312,308273152,59809814,0,44,4223876,22,0,0,0,
412,604.9,1213789,6941696,308273152,59809814,0,48,4670699,24,0,0,0,
413,605.8,1213789,6958080,308273152,59809814,0,52,5180994,26,0,0,0,
414,607.0,1213789,7121920,308273152,59809814,0,56,5754837,28,0,0,0,
415,607.4,1213789,7613440,308273152,59809814,0,60,5980461,30,0,0,0,
416,607.9,1213789,8252416,308404224,59809814,0,64,6269559,32,0,0,0,
417,608.6,1213789,9104384,308404224,59809814,0,68,6622143,34,0,0,0,
418,609.2,1213789,9939968,308404224,59809814,0,72,7038269,36,0,0,0,
419,610.1,1213789,11004928,308404224,59809814,0,76,7517894,38,0,0,0,
420,615.5,1213789,7072768,308404224,65572048,0,80,8060998,40,0,0,0,
421,616.8,1213789,7171072,308404224,65572048,0,84,8461728,42,0,0,0,
422,617.5,1213789,7187456,308404224,65572048,0,88,8720166,44,0,0,0,
423,618.1,1213789,7203840,308404224,65572048,0,92,9042093,46,0,0,0,
424,618.7,1213789,7269376,308404224,65572048,0,96,9427492,48,0,0,0,
425,619.6,1213789,7318528,308404224,65572048,0,100,9876316,50,0,0,0,
426,620.6,1213789,8055808,308404224,65572048,0,104,10388614,52,0,0,0,
427,621.5,1213789,9186304,308404224,65572048,0,108,10964524,54,0,0,0,
428,621.9,1213789,9710592,308404224,65572048,0,112,11192220,56,0,0,0,
429,622.6,1213789,10464256,308666368,65572048,0,116,11483405,58,0,0,0,
430,625.9,1213789,7252992,308666368,70364389,0,120,11838103,60,0,0,0,
431,626.7,1213789,7351296,308666368,70364389,0,124,12256248,62,0,0,0,
432,627.6,1213789,7367680,308666368,70364389,0,128,12737889,64,0,0,0,
433,628.5,1213789,7384064,308666368,70364389,0,132,13282990,66,0,0,0,
434,629.1,1213789,7449600,308666368,70364389,0,136,13685773,68,0,0,0,
435,629.6,1213789,7498752,308666368,70364389,0,140,13946294,70,0,0,0,
436,630.1,1213789,8121344,308666368,70364389,0,144,14270265,72,0,0,0,
437,630.8,1213789,8973312,308666368,70364389,0,148,14657685,74,0,0,0,
438,631.7,1213789,10038272,308666368,70364389,0,152,15108587,76,0,0,0,
439,632.5,1213789,11103232,308666368,70364389,0,156,15622987,78,0,0,0,
440,637.2,1213789,7416832,309321728,76107109,0,160,16200848,80,0,0,0,
441,637.9,1213789,7531520,309321728,76107109,0,164,16430563,82,0,0,0,
442,638.7,1213789,7547904,309321728,76107109,0,168,16723789,84,0,0,0,
443,639.8,1213789,7564288,309321728,76107109,0,172,17080530,86,0,0,0,
444,641.3,1213789,7613440,309846016,76107109,0,176,17500775,88,0,0,0,
445,642.8,1213789,7678976,309846016,76107109,0,180,17984448,90,0,0,0,
446,644.7,1213789,8023040,310370304,76107109,0,184,18531584,92,0,0,0,
447,646.2,1213789,9006080,311025664,76107109,0,188,18936384,94,0,0,0,
448,647.0,1213789,9546752,311025664,76107109,0,192,19198917,96,0,0,0,
449,647.8,1213789,10333184,311025664,76107109,0,196,19524915,98,0,0,0,
450,651.8,1213789,7564288,311025664,81236313,0,200,19914351,100,0,0,0,
451,652.5,1213789,7678976,311025664,81236313,0,204,20367324,102,0,0,0,
452,653.6,1213789,7695360,311549952,81236313,0,208,20883781,104,0,0,0,
453,654.9,1213789,7711744,312074240,81236313,0,212,21463740,106,0,0,0,
454,655.3,1213789,7760896,312074240,81236313,0,216,21695541,108,0,0,0,
455,655.8,1213789,7826432,312074240,81236313,0,220,21990811,110,0,0,0,
456,656.5,1213789,8317952,312074240,81236313,0,224,22349583,112,0,0,0,
457,657.2,1213789,9137152,312074240,81236313,0,228,22771828,114,0,0,0,
458,658.3,1213789,10185728,312598528,81236313,0,232,23257575,116,0,0,0,
459,659.5,1213789,11561984,313122816,81236313,0,236,23806795,118,0,0,0,
460,663.9,1213789,7728128,313122816,86913556,0,240,24213716,120,0,0,0,
461,664.4,1213789,7842816,313122816,86913556,0,244,24478307,122,0,0,0,
462,665.1,1213789,7859200,313122816,86913556,0,248,24806340,124,0,0,0,
463,665.7,1213789,7891968,313122816,86913556,0,252,25197850,126,0,0,0,
464,666.8,1213789,7924736,313647104,86913556,0,256,25652836,128,0,0,0,
465,668.2,1213789,7990272,308944896,86913556,0,260,26171332,130,0,0,0,
466,669.5,1213789,8465408,281366528,86913556,0,264,26753358,132,0,0,0,
467,670.2,1213789,8989696,277282816,86913556,0,268,26987224,134,0,0,0,
468,671.1,1213789,9694208,278069248,86913556,0,272,27284600,136,0,0,0,
469,672.0,1213789,10480640,278855680,86913556,0,276,27645407,138,0,0,0,
470,676.3,1213789,7875584,280428544,92023479,0,280,28069714,140,0,0,0,
471,677.4,1213789,7990272,280952832,92023479,0,284,28557468,142,0,0,0,
472,678.3,1213789,8006656,280952832,92023479,0,288,29108686,144,0,0,0,
473,679.0,1213789,8039424,280952832,92023479,0,292,29517564,146,0,0,0,
474,679.6,1213789,8072192,281083904,92023479,0,296,29784134,148,0,0,0,
475,680.1,1213789,8137728,281083904,92023479,0,300,30114209,150,0,0,0,
476,681.0,1213789,8186880,281477120,92023479,0,304,30507791,152,0,0,0,
477,682.0,1213789,9235456,281870336,92023479,0,308,30964881,154,0,0,0,
478,682.9,1213789,10267648,281870336,92023479,0,312,31485473,156,0,0,0,
479,684.3,1213789,11594752,282918912,92023479,0,316,32069496,158,0,0,0,
480,688.5,1213789,8023040,283574272,97548965,0,320,32305409,160,0,0,0,
481,689.0,1213789,8137728,283574272,97548965,0,324,32604784,162,0,0,0,
482,689.7,1213789,8154112,283574272,97548965,0,328,32967687,164,0,0,0,
483,690.7,1213789,8186880,284098560,97548965,0,332,33393971,166,0,0,0,
484,691.5,1213789,8219648,284098560,97548965,0,336,33883760,168,0,0,0,
485,692.7,1213789,8301568,284753920,97548965,0,340,34437058,170,0,0,0,
486,693.8,1213789,8563712,285278208,97548965,0,344,34848056,172,0,0,0,
487,694.2,1213789,9104384,285278208,97548965,0,348,35116703,174,0,0,0,
488,694.8,1213789,9825280,285409280,97548965,0,352,35448823,176,0,0,0,
489,695.6,1213789,10841088,285409280,97548965,0,356,35844450,178,0,0,0,
490,699.4,1213789,8186880,285409280,102875785,0,360,36303584,180,0,0,0,
491,700.6,1213789,8317952,285933568,102875785,0,364,36826203,182,0,0,0,
492,701.9,1213789,8334336,286457856,102875785,0,368,37412356,184,0,0,0,
493,702.3,1213789,8350720,286457856,102875785,0,372,37650271,186,0,0,0,
494,702.9,1213789,8383488,286457856,102875785,0,376,37951703,188,0,0,0,
495,703.6,1213789,8465408,286457856,102875785,0,380,38316591,190,0,0,0,
496,704.3,1213789,8481792,286457856,102875785,0,384,38744947,192,0,0,0,
497,705.4,1213789,9432064,286982144,102875785,0,388,39236825,194,0,0,0,
498,706.7,1213789,10710016,287506432,102875785,0,392,39792166,196,0,0,0,
499,707.5,1213789,11643904,287506432,102875785,0,396,40205201,198,0,0,0,
500,722.7,1213789,7711744,307429376,55349186,0,400,815227,200,196,1,196,compact
